Ram,Crucial 16Gb DDR4 2666Mhz Sodimm Laptop Memory,1500.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 16Gb DDR4 2666Mhz Desktop Memory,1500.0,2024-08-24T19:44:47.023+03:00
Ram,Lexar 8Gb DDR4 3200Mhz Desktop Memory,825.0,2024-08-24T19:44:47.023+03:00
Ram,Lexar 16Gb DDR4 3200Mhz Laptop Memory,1550.0,2024-08-24T19:44:47.023+03:00
Ram,Lexar 8Gb DDR4 3200Mhz Laptop Memory,825.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv 32Gb DDR4 3200Mhz Udimm KD4BGUA80 Desktop Memory,2950.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv 16Gb DDR4 3200Mhz Cl 22-22-22-51 Desktop Memory,1550.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance 32Gb(2x16Gb) DDR5 5200Mhz CL40 AMD EXPO Desktop Memory,5500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 64Gb (2X32Gb) DDR5 6600Mhz CL32 Desktop Memory,13200.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 96Gb (2X48Gb) DDR5 6400Mhz CL32 Desktop Memory,21000.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 96Gb (2X48Gb) DDR5 6000Mhz CL30 Desktop Memory,20500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 64Gb (2X32Gb) DDR5 5200Mhz White Desktop Memory,12300.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 32Gb (2X16Gb) DDR5 7000Mhz Desktop Memory,10500.0,2024-08-24T19:44:47.023+03:00
Ram,Team Group T Force Delta RGB 64Gb (2 X 32Gb) DDR5 6000Mhz CL38 White Desktop Memory,11500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 96Gb (2 X 48Gb) DDR5 6600Mhz CL32 Black Desktop Memory,23600.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 96Gb (2 X 48Gb) DDR5 6400Mhz CL32 Black Desktop Memory,22800.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 32Gb (2 X 16Gb) DDR5 6400Mhz CL32 Black Desktop Memory,9500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 32Gb (2 X 16Gb) DDR5 6400Mhz CL32 White Desktop Memory,9500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 96Gb (2 X 48Gb) DDR5 6600Mhz CL32 White Desktop Memory,23600.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 96Gb (2 X 48Gb) DDR5 6400Mhz CL32 White Desktop Memory,22800.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Dominator Titanium RGB 64Gb (2 X 32Gb) DDR5 6400Mhz CL32 Desktop Memory,15600.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Viper Elite 5 RGB 64GB (2x32GB) DDR5 6200Mhz CL42 Desktop Memory,14750.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Viper Elite 5 RGB 32Gb (2x16GB) DDR5 6000Mhz CL36 Desktop Memory,6999.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Viper Elite 5 RGB 96Gb (2x48GB) DDR5 6000Mhz CL42 Desktop Memory,20750.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Viper Elite 5 RGB 32Gb DDR5 6000Mhz CL42 White Desktop Memory,6450.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Xtreme 5 RGB 32Gb (2x16GB) DDR5 7800Mhz Desktop Memory,10500.0,2024-08-24T19:44:47.023+03:00
Ram,Patriot Xtreme 5 RGB 32Gb (2x16GB) DDR5 8000Mhz Desktop Memory,11500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance 32Gb(2x16Gb) DDR5 6000Mhz CL36 Desktop Memory,7800.0,2024-08-24T19:44:47.023+03:00
Ram,Kingston Fury 32Gb 2x16Gb DDR5 5600Mhz RGB CL40-40-40 Desktop Memory,7000.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 16Gb DDR5 4800Mhz CB16GS4800 Laptop Memory,2450.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB Pro16Gb ( 2X8Gb )DDR4 3200Mhz CL16 Desktop Memory,3200.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB Pro 16Gb (2X8Gb) DDR4 3600Mhz CL18 Desktop Memory,3500.0,2024-08-24T19:44:47.023+03:00
Ram,Addlink AddGame Spider X5 32Gb (2X16Gb) DDR5 6400Mhz CL38 RGB Black Desktop Memory,7500.0,2024-08-24T19:44:47.023+03:00
Ram,Addlink AddGame Spider X5 32Gb (2X16Gb) DDR5 6400Mhz CL38 RGB Silver Desktop Memory,7500.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv Cras Xr RGB 8Gb DDR4 3600Mhz Cl 18-22-22-42 1.35V Desktop Memory,1250.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv 8Gb DDR4 3200Mhz Cl 22-22-22-51 Desktop Memory,875.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv 8Gb DDR4 3200Mhz Cl 22-22-22-51 Laptop Memory,900.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 192Gb (4X48Gb) DDR5 5200Mhz Cl38 Desktop Memory,41999.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 96Gb (2X48Gb) DDR5 5600Mhz Cl40 Desktop Memory,20500.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 48Gb (2X24Gb) DDR5 5600Mhz Cl40 Desktop Memory,11000.0,2024-08-24T19:44:47.023+03:00
Ram,Corsair Vengeance RGB 48Gb (2X24Gb) DDR5 5200Mhz Cl38 Desktop Memory,10500.0,2024-08-24T19:44:47.023+03:00
Ram,Kingston Fury Beast 8Gb Ddr4 3200Mhz Desktop,1200.0,2024-08-24T19:44:47.023+03:00
Ram,Kingston 8Gb DDR4 3200Mhz Desktop Memory,1000.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 32Gb DDR5 4800Mhz Laptop Memory,4850.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv 16Gb DDR4 3200Mhz Sodimm Laptop Memory,1550.0,2024-08-24T19:44:47.023+03:00
Ram,Kingston Fury Beast 8Gb DDR4 3600 Mhz Desktop Memory,1300.0,2024-08-24T19:44:47.023+03:00
Ram,Kingston Fury Beast 8Gb DDR4 3600 Mhz RGB Desktop Memory,1400.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 16Gb DDR4 3200Mhz Laptop Memory,1625.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv Bolt X 8Gb DDR4 3600Mhz Desktop Memory,1200.0,2024-08-24T19:44:47.023+03:00
Ram,Klevv Bolt X 8Gb DDR4 3200Mhz Desktop Memory,1100.0,2024-08-24T19:44:47.023+03:00
Ram,Addlink AddGame Spider X5 32Gb (2X16Gb) DDR5 6000Mhz CL38 RGB Silver Desktop Memory,7000.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 32Gb DDR4 3200Mhz Desktop Memory,3350.0,2024-08-24T19:44:47.023+03:00
Ram,Crucial 8Gb DDR4 3200Mhz Laptop Memory,825.0,2024-08-24T19:44:47.023+03:00
Laptops/,Dell Vostro 3520 â€“ Core i5-1235U â€“ 8GB DDR4 â€“ 512GB SSD â€“ Intel UHD Graphics -15.6 FHD 120Hz â€“ GAMING LAPTOP,20300.0,2024-08-24T19:44:47.023+03:00
Laptops/,Lenovo LOQ 15IRH8 â€“ Core i7-13620H â€“ 16GB DDR5 â€“ 512GB SSD â€“ RTX4060 8GB -15.6 FHD 144Hz â€“ GAMING LAPTOP,53000.0,2024-08-24T19:44:47.023+03:00
Laptops/,HP VICTUS 15-FA1093DX â€“ Core I5-13420H â€“ 8GB DDR4 â€“ 512GB SSD â€“ RTX 3050 6GB -15.6 FHD 144Hz â€“ WIN11 â€“ GAMING LAPTOP,38500.0,2024-08-24T19:44:47.023+03:00
Laptops/,Dell Vostro 3520 â€“ Core i7-1255U â€“ 8GB DDR4 â€“ 512GB SSD â€“ Intel UHD Graphics -15.6 FHD 120Hz â€“ GAMING LAPTOP,26499.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 12400F 4.4Ghz Processor,5750.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I9 14900KS Processor,37500.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I7 14700KF Processor,20000.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I7 14700K Processor,20900.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I7 13700K Processor,20000.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 14600K Processor,15850.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I9 14900K Processor,29000.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 14400F Processor,10450.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 13400F Processor,9000.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 12400 Processor,7400.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I3 12100F Processor,4200.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I3 12100F Tray Processor,3900.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 5 8600G Processor,12200.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 7 8700G Processor,17250.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I3 14100F Processor,6200.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I5 14400 Processor,11799.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 5 5500 Mpk + Fan Processor,4700.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 5 7500F MPK Processor,9300.0,2024-08-24T19:44:47.023+03:00
Processor,Intel Core I9 14900KF Processor,28000.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 9 7950X3D AM5 Processor,31000.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 7 7700X AM5 Processor,16900.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 5 5600G Processor,7100.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 9 5950X 16 Core 3.4Ghz Processor,21400.0,2024-08-24T19:44:47.023+03:00
Processor,AMD Ryzen 9 5900X Processor,15500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4080 Super Aero OC 16Gb GDDR6X 256Bit Graphic Card,65000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4080 Super Gaming OC 16Gb GDDR6X 256Bit Graphic Card,59500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte Aorus RTX 4080 Super Master 16Gb GDDR6X 256Bit Graphic Card,65000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte Aorus RTX 4070 Super Master 12Gb GDDR6X 192Bit Graphic Card,39500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4070 Super Gaming OC 12Gb GDDR6X 192Bit Graphic Card,35900.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4070 Ti Super Gaming OC 16Gb GDDR6X 256Bit Graphic Card,49000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4060 Gaming OC 8Gb DDR6 Graphic Card,17800.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4090 Aero OC 24GB GDDR6X 384Bit Graphic Card,104000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4090 Aorus Master 24Gb GDDR6X 384Bit Graphic Card,108000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4090 Gaming OC 24Gb GDDR6X 384Bit Graphic Card,100000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Rog Strix RTX 4070Ti Super 16GB GDDR6X 256Bit Graphic Card,53800.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte Aorus RTX 4070 Ti Master 12Gb Graphic Card,48000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte Aorus RTX 4060 Elite 8Gb DDR6X Graphic Card,19000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Dual RTX 3060 V2 OC 12G DDR6 Graphic Card,15500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Rog Strix RTX 4080 Super OC Edition 16GB GDDR6X 256Bit Graphic Card,66000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Rog Strix RTX 4090 24Gb OC Edition GDDR6X 384Bit Graphic Card,110000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Tuf Gaming RTX 4060Ti OC Edition 8Gb GDDR6 128Bit Graphic Card,24500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Tuf Gaming RTX 4070 SUPER OC Edition 12Gb GDDR6X 192Bit Graphic Card,39000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Dual RTX 4070Ti Super OC Edition 16Gb GDDR6X 256Bit Graphic Card,45500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Tuf Gaming RTX 4080 Super 16GB GDDR6X 256Bit Graphic Card,62000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,ZOTAC GAMING RTX 3050 Eco Solo 8GB GDDR6 128Bit Graphic Card,12200.0,2024-08-24T19:44:47.023+03:00
Graphics-card,ZOTAC GAMING RTX 3050 Eco 8GB GDDR6 128Bit Graphic Card,12200.0,2024-08-24T19:44:47.023+03:00
Graphics-card,ASUS Dual RTX 3050 OC 6Gb GDDR6 Graphic Card,9900.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Dual RTX 3050 OC 8Gb GDDR6 Pcie 4.0 Graphic Card,12200.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Dual RTX 4060 TI 8Gb OC Edition GDDR6 Graphic Card,21500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Zotac Gaming GTX 1650 Amp 4Gb GDDR6 Graphic Card,6950.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 3050 WINDFORCE OC 6GB GDDR6 96Bit Graphic Card,10000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,PNY RTX 4070 SUPER Verto OC 12Gb GDDR6X Graphic Card,31750.0,2024-08-24T19:44:47.023+03:00
Graphics-card,PNY RTX 4080 SUPER Verto OC 16Gb GDDR6X Graphic Card,54500.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Msi RTX 4070Ti Super Ventus 2X OC 16Gb GDDR6X Graphic Card,48000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Msi RTX 4070Ti Super Gaming X Slim 16Gb GDDR6X Graphic Card,50000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Phoenix GTX 1630 4Gb GDDR6 EVO Graphic Card,7000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Dual GTX 1650 OC 4Gb EVO DDR6 Graphic Card,7950.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Msi RTX 4060 TI Ventus 2X Black 8Gb OC Edition Graphic Card,22000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Asus Tuf Gaming GTX 1650 V2 4Gb OC Edition GDDR6X Graphic Card,8200.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4060 Aero OC 8Gb DDR6X Graphic Card,18000.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte GTX 1650 OC 4G Graphic Card,8100.0,2024-08-24T19:44:47.023+03:00
Graphics-card,Gigabyte RTX 4080 Aorus Master 16Gb GDDR6X Graphic Card,60000.0,2024-08-24T19:44:47.023+03:00
Monitors,MSI MAG 341CQP 34 Inch 175Hz 0.03Ms UWQHD(3440Ã—1440) QD-OLED Curved Gaming Monitor,70205.0,2024-08-24T19:44:47.023+03:00
Monitors,Msi G27C4X 27 Inch 250Hz 1Ms MPRT FHD VA CURVED Gaming Monitor,9400.0,2024-08-24T19:44:47.023+03:00
Monitors,MSI PRO MP251 25 Inch 100Hz 1Ms FHD IPS Monitor,5225.0,2024-08-24T19:44:47.023+03:00
Monitors,MSI G255F 25 Inch 180Hz 1Ms FHD IPS Gaming Monitor,7390.0,2024-08-24T19:44:47.023+03:00
Monitors,Samsung Odyssey OLED G8 LS34BG850SUXEN 34Inch 175Hz 0.03Ms Ultra WQHD Smart Curved Gaming Monitor,72000.0,2024-08-24T19:44:47.023+03:00
Monitors,Samsung Odyssey OLED G9 LS49CG950SUXEN 49Inch 240Hz 0.03Ms Dual QHD Curved Gaming Monitor,100000.0,2024-08-24T19:44:47.023+03:00
Monitors,Samsung Odyssey Neo G9 S49AG950NMX 49 Inch 240Hz 1Ms DQHD 5120 x 1440 VA Curved Gaming Monitor,81500.0,2024-08-24T19:44:47.023+03:00
Monitors,Asus Rog Strix XG27UCS 27 Inch 160Hz 1ms 4K UHD IPS Gaming Monitor,32000.0,2024-08-24T19:44:47.023+03:00
Monitors,Asus Tuf Gaming VG249QM1A 24 Inch 270Hz 1Ms FHD IPS Gaming Monitor,11500.0,2024-08-24T19:44:47.023+03:00
Monitors,Asus Proart PA279CRV 27 Inch 60Hz 5Ms UHD 4K SRGB100 IPS Monitor,24500.0,2024-08-24T19:44:47.023+03:00
